24631022 | @CHEMICAL_galiellalactone | galiellalactone | 22 | 15 | Chemical | chemical | galiellalactone
33013914 | @CHEMICAL_plerixafor | plerixafor | 599 | 7 | Chemical | chemical | AMD3100
33013914 | @DISEASE_Hemorrhage | Hemorrhage | 627 | 16 | Disease | disease | bleeding symptom
33013914 | @DISEASE_Infections | Infections | 676 | 8 | Disease | disease | infected
33013914 | @CHEMICAL_plerixafor | plerixafor | 691 | 7 | Chemical | chemical | AMD3100
33013914 | @CHEMICAL_plerixafor | plerixafor | 980 | 7 | Chemical | chemical | AMD3100
33013914 | @CHEMICAL_Poly_I_C | Poly I-C | 994 | 9 | Chemical | chemical | poly(I:C)
33097660 | @GENE_ORF6 | ORF6 | 11 | 4 | Gene | gene | Orf6
33097660 | @GENE_NUP98 | NUP98 | 24 | 5 | Gene | gene | Nup98
33097660 | @DISEASE_COVID_19 | COVID-19 | 195 | 24 | Disease | disease | coronavirus disease 2019
33097660 | @DISEASE_COVID_19 | COVID-19 | 221 | 8 | Disease | disease | COVID-19
33097660 | @GENE_IFNA1 | IFNA1 | 292 | 3 | Gene | gene | IFN
33097660 | @GENE_STAT1 | STAT1 | 492 | 5 | Gene | gene | STAT1
33097660 | @GENE_STAT2 | STAT2 | 502 | 5 | Gene | gene | STAT2
33097660 | @GENE_ORF6 | ORF6 | 664 | 4 | Gene | gene | Orf6
33097660 | @GENE_IFNA1 | IFNA1 | 686 | 3 | Gene | gene | IFN
33097660 | @GENE_ORF6 | ORF6 | 725 | 4 | Gene | gene | Orf6
33097660 | @GENE_NUP98 | NUP98 | 802 | 5 | Gene | gene | Nup98
33097660 | @GENE_RAE1 | RAE1 | 808 | 4 | Gene | gene | Rae1
33097660 | @VARIANT_p.M58R_ORF6_Severe_acute_respiratory_syndrome_coronavirus_2 | p.M58R | 962 | 49 | Variant | variant | methionine-to-arginine substitution at residue 58
33097660 | @GENE_ORF6 | ORF6 | 1020 | 4 | Gene | gene | Orf6
33097660 | @GENE_NUP98 | NUP98 | 1040 | 5 | Gene | gene | Nup98
33097660 | @GENE_RAE1 | RAE1 | 1046 | 4 | Gene | gene | Rae1
33097660 | @GENE_IFNA1 | IFNA1 | 1077 | 3 | Gene | gene | IFN
33097660 | @GENE_NUP98 | NUP98 | 1195 | 5 | Gene | gene | Nup98
33097660 | @GENE_RAE1 | RAE1 | 1201 | 4 | Gene | gene | Rae1
33097660 | @GENE_IFNA1 | IFNA1 | 1250 | 3 | Gene | gene | IFN
33810944 | @CHEMICAL_cyanidin | cyanidin | 0 | 8 | Chemical | chemical | Cyanidin
33810944 | @GENE_IL17A | Il17a | 20 | 6 | Gene | gene | IL-17A
33810944 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 121 | 20 | Disease | disease | rheumatoid arthritis
33810944 | @GENE_IL17A | Il17a | 143 | 20 | Gene | gene | Interleukin (IL)-17A
33810944 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 241 | 20 | Disease | disease | rheumatoid arthritis
33810944 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 263 | 2 | Disease | disease | RA
33810944 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 302 | 2 | Disease | disease | RA
33810944 | @CHEMICAL_cyanidin | cyanidin | 314 | 8 | Chemical | chemical | Cyanidin
33810944 | @CHEMICAL_Flavonoids | Flavonoids | 326 | 9 | Chemical | chemical | flavonoid
33810944 | @GENE_IL17A | Il17a | 370 | 6 | Gene | gene | IL-17A
33810944 | @GENE_IL17RA | Il17ra | 377 | 7 | Gene | gene | IL-17RA
33810944 | @DISEASE_Inflammation | Inflammation | 429 | 21 | Disease | disease | inflammatory diseases
33810944 | @CHEMICAL_cyanidin | cyanidin | 489 | 8 | Chemical | chemical | cyanidin
33810944 | @GENE_IL17A | Il17a | 501 | 6 | Gene | gene | IL-17A
33810944 | @GENE_TNFSF11 | Tnfsf11 | 602 | 5 | Gene | gene | RANKL
33810944 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 639 | 2 | Disease | disease | RA
33810944 | @CHEMICAL_cyanidin | cyanidin | 693 | 8 | Chemical | chemical | cyanidin
33810944 | @GENE_IL17A | Il17a | 710 | 6 | Gene | gene | IL-17A
33810944 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 779 | 9 | Disease | disease | arthritic
33810944 | @DISEASE_Arthritis_Experimental | Arthritis Experimental | 790 | 2 | Disease | disease | AA
33810944 | @CHEMICAL_cyanidin | cyanidin | 824 | 8 | Chemical | chemical | cyanidin
33810944 | @GENE_IL17A | Il17a | 892 | 7 | Gene | gene | IL-17A.
33810944 | @CHEMICAL_cyanidin | cyanidin | 913 | 8 | Chemical | chemical | cyanidin
33810944 | @GENE_IL17A | Il17a | 936 | 6 | Gene | gene | IL-17A
33810944 | @GENE_HSPB1 | Hspb1 | 965 | 5 | Gene | gene | HSP27
33810944 | @GENE_CXCR4 | Cxcr4 | 972 | 5 | Gene | gene | CXCR4
33810944 | @GENE_CCR7 | Ccr7 | 983 | 4 | Gene | gene | CCR7
33810944 | @DISEASE_Arthritis_Experimental | Arthritis Experimental | 991 | 2 | Disease | disease | AA
33810944 | @GENE_IL17A | Il17a | 1019 | 5 | Gene | gene | IL-17
33810944 | @CHEMICAL_cyanidin | cyanidin | 1065 | 8 | Chemical | chemical | cyanidin
33810944 | @GENE_IL17A | Il17a | 1192 | 5 | Gene | gene | IL-17
33810944 | @DISEASE_Arthritis_Experimental | Arthritis Experimental | 1206 | 2 | Disease | disease | AA
33810944 | @CHEMICAL_cyanidin | cyanidin | 1273 | 8 | Chemical | chemical | cyanidin
33810944 | @GENE_TNFSF11 | Tnfsf11 | 1324 | 5 | Gene | gene | RANKL
33810944 | @GENE_TNFRSF11B | Tnfrsf11b | 1362 | 3 | Gene | gene | OPG
33810944 | @DISEASE_Arthritis_Experimental | Arthritis Experimental | 1369 | 2 | Disease | disease | AA
33810944 | @GENE_IL17A | Il17a | 1402 | 6 | Gene | gene | IL-17A
33810944 | @GENE_STAT3 | Stat3 | 1409 | 6 | Gene | gene | STAT-3
33810944 | @CHEMICAL_cyanidin | cyanidin | 1450 | 8 | Chemical | chemical | cyanidin
33810944 | @GENE_IL17A | Il17a | 1468 | 6 | Gene | gene | IL-17A
33810944 | @GENE_IL17RA | Il17ra | 1501 | 7 | Gene | gene | IL-17RA
33810944 | @CHEMICAL_cyanidin | cyanidin | 1577 | 8 | Chemical | chemical | cyanidin
33810944 | @GENE_IL17A | Il17a | 1617 | 6 | Gene | gene | IL-17A
33810944 | @GENE_IL17RA | Il17ra | 1624 | 7 | Gene | gene | IL-17RA
33810944 | @DISEASE_Tooth_Erosion | Tooth Erosion | 1672 | 12 | Disease | disease | bone erosion
33810944 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1688 | 2 | Disease | disease | RA
33843403 | @GENE_CXCR4 | CXCR4 | 0 | 5 | Gene | gene | CXCR4
33843403 | @DISEASE_Precursor_T_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor T-Cell Lymphoblastic Leukemia-Lymphoma | 13 | 35 | Disease | disease | T cell acute lymphoblastic leukemia
33843403 | @GENE_JAK1 | JAK1 | 64 | 6 | Gene | gene | JAK1/2
33843403 | @GENE_BCL2 | BCL2 | 75 | 4 | Gene | gene | BCL2
33843403 | @GENE_BCL2 | BCL2 | 144 | 4 | Gene | gene | BCL2
33843403 | @DISEASE_Precursor_T_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor T-Cell Lymphoblastic Leukemia-Lymphoma | 195 | 35 | Disease | disease | T cell acute lymphoblastic leukemia
33843403 | @DISEASE_Precursor_T_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor T-Cell Lymphoblastic Leukemia-Lymphoma | 232 | 5 | Disease | disease | T-ALL
33843403 | @CHEMICAL_ruxolitinib | ruxolitinib | 307 | 11 | Chemical | chemical | Ruxolitinib
33843403 | @CHEMICAL_venetoclax | venetoclax | 323 | 10 | Chemical | chemical | venetoclax
33843403 | @DISEASE_Precursor_T_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor T-Cell Lymphoblastic Leukemia-Lymphoma | 366 | 5 | Disease | disease | T-ALL
33843403 | @DISEASE_Precursor_T_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor T-Cell Lymphoblastic Leukemia-Lymphoma | 450 | 5 | Disease | disease | T-ALL
33843403 | @DISEASE_Paralysis | Paralysis | 570 | 9 | Disease | disease | paralysis
33843403 | @DISEASE_Leukemia | Leukemia | 662 | 8 | Disease | disease | leukemic
33843403 | @CHEMICAL_ruxolitinib | ruxolitinib | 817 | 11 | Chemical | chemical | ruxolitinib
33843403 | @CHEMICAL_venetoclax | venetoclax | 833 | 10 | Chemical | chemical | venetoclax
33843403 | @GENE_CXCR4 | CXCR4 | 899 | 5 | Gene | gene | CXCR4
33843403 | @CHEMICAL_plerixafor | plerixafor | 915 | 10 | Chemical | chemical | plerixafor
33843403 | @CHEMICAL_ruxolitinib | ruxolitinib | 931 | 11 | Chemical | chemical | ruxolitinib
33843403 | @CHEMICAL_venetoclax | venetoclax | 947 | 10 | Chemical | chemical | venetoclax
33843403 | @CHEMICAL_ruxolitinib | ruxolitinib | 1036 | 11 | Chemical | chemical | ruxolitinib
33843403 | @CHEMICAL_venetoclax | venetoclax | 1052 | 10 | Chemical | chemical | venetoclax
33843403 | @DISEASE_Precursor_T_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor T-Cell Lymphoblastic Leukemia-Lymphoma | 1090 | 5 | Disease | disease | T-ALL
33843403 | @GENE_CXCR4 | CXCR4 | 1126 | 5 | Gene | gene | CXCR4
33843403 | @GENE_CXCL12 | CXCL12 | 1132 | 6 | Gene | gene | CXCL12
34082024 | @GENE_ATR | ATR | 0 | 3 | Gene | gene | ATR
34082024 | @CHEMICAL_olaparib | olaparib | 46 | 8 | Chemical | chemical | olaparib
34082024 | @DISEASE_Biliary_Tract_Neoplasms | Biliary Tract Neoplasms | 58 | 20 | Disease | disease | biliary tract cancer
34082024 | @CHEMICAL_olaparib | olaparib | 80 | 8 | Chemical | chemical | Olaparib
34082024 | @GENE_COL11A2 | COL11A2 | 99 | 4 | Gene | gene | PARP
34082024 | @DISEASE_Neoplasms | Neoplasms | 149 | 5 | Disease | disease | tumor
34082024 | @DISEASE_Neoplasms | Neoplasms | 171 | 5 | Disease | disease | tumor
34082024 | @DISEASE_Biliary_Tract_Neoplasms | Biliary Tract Neoplasms | 193 | 20 | Disease | disease | biliary tract cancer
34082024 | @DISEASE_Biliary_Tract_Neoplasms | Biliary Tract Neoplasms | 215 | 3 | Disease | disease | BTC
34082024 | @CHEMICAL_olaparib | olaparib | 322 | 8 | Chemical | chemical | olaparib
34082024 | @DISEASE_Biliary_Tract_Neoplasms | Biliary Tract Neoplasms | 366 | 3 | Disease | disease | BTC
34082024 | @DISEASE_Biliary_Tract_Neoplasms | Biliary Tract Neoplasms | 402 | 3 | Disease | disease | BTC
34082024 | @CHEMICAL_olaparib | olaparib | 453 | 8 | Chemical | chemical | olaparib
34082024 | @CHEMICAL_olaparib | olaparib | 463 | 8 | Chemical | chemical | Olaparib
34082024 | @DISEASE_Biliary_Tract_Neoplasms | Biliary Tract Neoplasms | 524 | 3 | Disease | disease | BTC
34082024 | @GENE_ATR | ATR | 550 | 3 | Gene | gene | ATR
34082024 | @GENE_CD274 | CD274 | 558 | 5 | Gene | gene | PD-L1
34082024 | @GENE_ATR | ATR | 606 | 3 | Gene | gene | ATR
34082024 | @CHEMICAL_ceralasertib | ceralasertib | 621 | 7 | Chemical | chemical | AZD6738
34082024 | @CHEMICAL_ceralasertib | ceralasertib | 630 | 12 | Chemical | chemical | ceralasertib
34082024 | @GENE_CD274 | CD274 | 732 | 5 | Gene | gene | PD-L1
34082024 | @CHEMICAL_olaparib | olaparib | 749 | 8 | Chemical | chemical | olaparib
34082024 | @CHEMICAL_ceralasertib | ceralasertib | 784 | 12 | Chemical | chemical | ceralasertib
34082024 | @GENE_STAT3 | STAT3 | 807 | 6 | Gene | gene | STAT-3
34082024 | @GENE_YAP1 | YAP1 | 818 | 3 | Gene | gene | YAP
34082024 | @DISEASE_Neoplasms | Neoplasms | 977 | 5 | Disease | disease | tumor
34082024 | @GENE_CD274 | CD274 | 991 | 5 | Gene | gene | PD-L1
34082024 | @GENE_YAP1 | YAP1 | 1001 | 3 | Gene | gene | YAP
34082024 | @GENE_CXCR2 | CXCR2 | 1084 | 5 | Gene | gene | CXCR2
34082024 | @GENE_CXCR4 | CXCR4 | 1094 | 5 | Gene | gene | CXCR4
34082024 | @DISEASE_Biliary_Tract_Neoplasms | Biliary Tract Neoplasms | 1174 | 3 | Disease | disease | BTC
34082024 | @CHEMICAL_olaparib | olaparib | 1200 | 8 | Chemical | chemical | olaparib
34082024 | @CHEMICAL_ceralasertib | ceralasertib | 1213 | 12 | Chemical | chemical | ceralasertib
34082024 | @DISEASE_Neoplasms | Neoplasms | 1249 | 5 | Disease | disease | tumor
34082024 | @GENE_COL11A2 | COL11A2 | 1296 | 4 | Gene | gene | PARP
34082024 | @GENE_ATR | ATR | 1305 | 3 | Gene | gene | ATR
34082024 | @DISEASE_Biliary_Tract_Neoplasms | Biliary Tract Neoplasms | 1369 | 3 | Disease | disease | BTC
34419959 | @CHEMICAL_Zinc_Oxide | Zinc Oxide | 31 | 10 | Chemical | chemical | zinc oxide
34419959 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 76 | 13 | Disease | disease | breast cancer
34419959 | @DISEASE_Neoplasms | Neoplasms | 107 | 6 | Disease | disease | Cancer
34419959 | @DISEASE_Neoplasms | Neoplasms | 158 | 6 | Disease | disease | cancer
34419959 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 178 | 10 | Disease | disease | metastasis
34419959 | @CHEMICAL_Zinc_Oxide | Zinc Oxide | 278 | 3 | Chemical | chemical | ZnO
34419959 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 346 | 13 | Disease | disease | breast cancer
34419959 | @CHEMICAL_Zinc_Oxide | Zinc Oxide | 440 | 3 | Chemical | chemical | ZnO
34419959 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 476 | 13 | Disease | disease | breast cancer
34419959 | @GENE_WNT1 | WNT1 | 619 | 4 | Gene | gene | WNT1
34419959 | @GENE_NOTCH1 | NOTCH1 | 625 | 6 | Gene | gene | NOTCH1
34419959 | @GENE_CTNNB1 | CTNNB1 | 633 | 12 | Gene | gene | beta-catenin
34419959 | @GENE_CXCR4 | CXCR4 | 647 | 5 | Gene | gene | CXCR4
34419959 | @GENE_SOX2 | SOX2 | 654 | 4 | Gene | gene | SOX2
34419959 | @GENE_ALDH3A1 | ALDH3A1 | 664 | 7 | Gene | gene | ALDH3A1
34419959 | @GENE_JAK2 | JAK2 | 763 | 14 | Gene | gene | Janus kinase 2
34419959 | @GENE_JAK2 | JAK2 | 779 | 4 | Gene | gene | JAK2
34419959 | @GENE_STAT3 | STAT3 | 789 | 50 | Gene | gene | Signal Transducer and Activator of Transcription 3
34419959 | @GENE_STAT3 | STAT3 | 841 | 5 | Gene | gene | STAT3
34419959 | @CHEMICAL_Zinc_Oxide | Zinc Oxide | 901 | 3 | Chemical | chemical | ZnO
34419959 | @CHEMICAL_Polyethylene_Glycols | Polyethylene Glycols | 995 | 19 | Chemical | chemical | polyethylene glycol
34419959 | @CHEMICAL_Zinc_Oxide | Zinc Oxide | 1138 | 3 | Chemical | chemical | ZnO
34419959 | @GENE_FASLG | FASLG | 1299 | 5 | Gene | gene | CD95L
34419959 | @CHEMICAL_Zinc_Oxide | Zinc Oxide | 1537 | 3 | Chemical | chemical | ZnO
34419959 | @GENE_MCL1 | MCL1 | 1587 | 5 | Gene | gene | Mcl-1
34419959 | @GENE_BCL2L1 | BCL2L1 | 1597 | 6 | Gene | gene | Bcl-XL
34419959 | @CHEMICAL_Zinc_Oxide | Zinc Oxide | 1651 | 3 | Chemical | chemical | ZnO
34467524 | @DISEASE_Scleroderma_Systemic | Scleroderma Systemic | 14 | 18 | Disease | disease | systemic sclerosis
34467524 | @DISEASE_Scleroderma_Systemic | Scleroderma Systemic | 100 | 18 | Disease | disease | Systemic sclerosis
34467524 | @DISEASE_Scleroderma_Systemic | Scleroderma Systemic | 120 | 3 | Disease | disease | SSc
34467524 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 130 | 29 | Disease | disease | multiorgan autoimmune disease
34467524 | @DISEASE_Inflammation | Inflammation | 177 | 12 | Disease | disease | inflammation
34467524 | @DISEASE_Fibrosis | Fibrosis | 230 | 8 | Disease | disease | fibrosis
34467524 | @DISEASE_Skin_Diseases | Skin Diseases | 246 | 4 | Disease | disease | skin
34467524 | @DISEASE_Scleroderma_Systemic | Scleroderma Systemic | 398 | 3 | Disease | disease | SSc
34467524 | @DISEASE_Scleroderma_Systemic | Scleroderma Systemic | 502 | 3 | Disease | disease | SSc
34467524 | @DISEASE_Scleroderma_Systemic | Scleroderma Systemic | 586 | 3 | Disease | disease | SSc
34467524 | @GENE_FCGR3A | FCGR3A | 704 | 4 | Gene | gene | CD16
34467524 | @GENE_SELL | SELL | 710 | 5 | Gene | gene | CD62L
34467524 | @GENE_CEACAM8 | CEACAM8 | 717 | 5 | Gene | gene | CD66b
34467524 | @GENE_CEACAM6 | CEACAM6 | 724 | 5 | Gene | gene | CD66c
34467524 | @GENE_CXCR1 | CXCR1 | 731 | 5 | Gene | gene | CXCR1
34467524 | @GENE_CXCR2 | CXCR2 | 738 | 5 | Gene | gene | CXCR2
34467524 | @GENE_CXCR4 | CXCR4 | 749 | 5 | Gene | gene | CXCR4
34467524 | @GENE_STAT3 | STAT3 | 883 | 5 | Gene | gene | STAT3
34467524 | @DISEASE_Erythema_elevatum_diutinum | Erythema elevatum diutinum | 939 | 24 | Disease | disease | neutrophil extracellular
34467524 | @GENE_MPO | MPO | 994 | 15 | Gene | gene | myeloperoxidase
34467524 | @GENE_MPO | MPO | 1011 | 3 | Gene | gene | MPO
34467524 | @DISEASE_Scleroderma_Systemic | Scleroderma Systemic | 1095 | 3 | Disease | disease | SSc
34467524 | @GENE_FCGR3A | FCGR3A | 1124 | 4 | Gene | gene | CD16
34467524 | @GENE_SELL | SELL | 1133 | 5 | Gene | gene | CD62L
34467524 | @DISEASE_Scleroderma_Systemic | Scleroderma Systemic | 1209 | 3 | Disease | disease | SSc
34467524 | @GENE_CXCR1 | CXCR1 | 1229 | 5 | Gene | gene | CXCR1
34467524 | @GENE_CXCR2 | CXCR2 | 1239 | 5 | Gene | gene | CXCR2
34467524 | @GENE_CXCL8 | CXCL8 | 1312 | 5 | Gene | gene | CXCL8
34467524 | @DISEASE_Scleroderma_Systemic | Scleroderma Systemic | 1334 | 3 | Disease | disease | SSc
34467524 | @GENE_MPO | MPO | 1370 | 3 | Gene | gene | MPO
34467524 | @DISEASE_Scleroderma_Systemic | Scleroderma Systemic | 1469 | 3 | Disease | disease | SSc
34493195 | @DISEASE_COVID_19 | COVID-19 | 103 | 11 | Disease | disease | of COVID-19
34493195 | @DISEASE_COVID_19 | COVID-19 | 199 | 8 | Disease | disease | COVID-19
34493195 | @DISEASE_Infections | Infections | 270 | 10 | Disease | disease | infections
34493195 | @DISEASE_COVID_19 | COVID-19 | 444 | 11 | Disease | disease | of COVID-19
34493195 | @DISEASE_COVID_19 | COVID-19 | 614 | 9 | Disease | disease | COVID- 19
34493195 | @DISEASE_Glutamate_Monosodium_Sensitivity | Glutamate Monosodium Sensitivity | 961 | 16 | Disease | disease | Chinese Medicine
34493195 | @CHEMICAL_Quercetin | Quercetin | 1164 | 9 | Chemical | chemical | quercetin
34493195 | @CHEMICAL_Luteolin | Luteolin | 1175 | 8 | Chemical | chemical | luteolin
34493195 | @CHEMICAL_Berberine | Berberine | 1185 | 9 | Chemical | chemical | berberine
34493195 | @CHEMICAL_hederagenin | hederagenin | 1196 | 11 | Chemical | chemical | hederagenin
34493195 | @CHEMICAL_shionone | shionone | 1209 | 8 | Chemical | chemical | shionone
34493195 | @CHEMICAL_kaempferol | kaempferol | 1222 | 10 | Chemical | chemical | kaempferol
34493195 | @GENE_CXCR4 | CXCR4 | 1285 | 5 | Gene | gene | CXCR4
34493195 | @GENE_ICAM1 | ICAM1 | 1292 | 5 | Gene | gene | ICAM1
34493195 | @GENE_CXCL8 | CXCL8 | 1299 | 5 | Gene | gene | CXCL8
34493195 | @GENE_CXCL10 | CXCL10 | 1306 | 6 | Gene | gene | CXCL10
34493195 | @GENE_IL6 | IL6 | 1314 | 3 | Gene | gene | IL6
34493195 | @GENE_IL2 | IL2 | 1319 | 3 | Gene | gene | IL2
34493195 | @GENE_CCL2 | CCL2 | 1324 | 4 | Gene | gene | CCL2
34493195 | @GENE_IL1B | IL1B | 1330 | 4 | Gene | gene | IL1B
34493195 | @GENE_IL4 | IL4 | 1336 | 3 | Gene | gene | IL4
34493195 | @GENE_IFNG | IFNG | 1341 | 4 | Gene | gene | IFNG
34493195 | @DISEASE_COVID_19 | COVID-19 | 1357 | 8 | Disease | disease | COVID-19
34493195 | @GENE_TNF | TNF | 1448 | 3 | Gene | gene | TNF
34493195 | @GENE_IL17A | IL17A | 1471 | 5 | Gene | gene | IL-17
34493195 | @GENE_NFKB1 | NFKB1 | 1534 | 9 | Gene | gene | NFkappa B
34493195 | @GENE_HIF1A | HIF1A | 1563 | 5 | Gene | gene | HIF-1
34493195 | @DISEASE_COVID_19 | COVID-19 | 1689 | 11 | Disease | disease | of COVID-19
34493195 | @DISEASE_COVID_19 | COVID-19 | 1785 | 11 | Disease | disease | of COVID-19
34493195 | @DISEASE_Inflammation | Inflammation | 1884 | 12 | Disease | disease | inflammatory
34493195 | @DISEASE_COVID_19 | COVID-19 | 2010 | 11 | Disease | disease | of COVID-19
35069519 | @GENE_VP24 | VP24 | 10 | 4 | Gene | gene | VP24
35069519 | @GENE_DDX58 | DDX58 | 48 | 5 | Gene | gene | RIG-I
35069519 | @GENE_IFIH1 | IFIH1 | 58 | 4 | Gene | gene | MDA5
35069519 | @GENE_VP24 | VP24 | 655 | 4 | Gene | gene | VP24
35069519 | @GENE_VP35 | VP35 | 662 | 4 | Gene | gene | VP35
35069519 | @GENE_VP40 | VP40 | 671 | 4 | Gene | gene | VP40
35069519 | @GENE_IFNA1 | IFNA1 | 731 | 3 | Gene | gene | IFN
35069519 | @GENE_VP24 | VP24 | 814 | 4 | Gene | gene | VP24
35069519 | @GENE_DDX58 | DDX58 | 911 | 5 | Gene | gene | RIG-I
35069519 | @GENE_IFIH1 | IFIH1 | 969 | 4 | Gene | gene | MDA5
35069519 | @GENE_IFNB1 | IFNB1 | 983 | 8 | Gene | gene | IFN-beta
35069519 | @GENE_IFNL1 | IFNL1 | 996 | 11 | Gene | gene | IFN-lambda1
35069519 | @GENE_VP24 | VP24 | 1033 | 4 | Gene | gene | VP24
35069519 | @GENE_VP24 | VP24 | 1122 | 4 | Gene | gene | VP24
35069519 | @GENE_DDX58 | DDX58 | 1316 | 5 | Gene | gene | RIG-I
35069519 | @GENE_IFIH1 | IFIH1 | 1326 | 4 | Gene | gene | MDA5
35069519 | @GENE_IFNB1 | IFNB1 | 1342 | 8 | Gene | gene | IFN-beta
35069519 | @GENE_IFNL1 | IFNL1 | 1355 | 11 | Gene | gene | IFN-lambda1
35069519 | @GENE_IRF3 | IRF3 | 1429 | 30 | Gene | gene | interferon regulatory factor 3
35069519 | @GENE_VP24 | VP24 | 1527 | 4 | Gene | gene | VP24
35069519 | @GENE_IFNB1 | IFNB1 | 1600 | 8 | Gene | gene | IFN-beta
35069519 | @GENE_IFNL1 | IFNL1 | 1612 | 11 | Gene | gene | IFN-lambda1
35069519 | @GENE_VP24 | VP24 | 1677 | 4 | Gene | gene | VP24
35069519 | @GENE_KPNA1 | KPNA1 | 1742 | 15 | Gene | gene | importin alpha5
35069519 | @GENE_VP24 | VP24 | 1838 | 4 | Gene | gene | VP24
35069519 | @GENE_KPNA1 | KPNA1 | 1854 | 15 | Gene | gene | importin alpha5
35069519 | @GENE_VP24 | VP24 | 1975 | 4 | Gene | gene | VP24
35069519 | @DISEASE_Filoviridae_Infections | Filoviridae Infections | 2034 | 20 | Disease | disease | filovirus infections
35095831 | @GENE_CD209 | CD209 | 0 | 5 | Gene | gene | CD209
35095831 | @GENE_CD14 | CD14 | 6 | 4 | Gene | gene | CD14
35095831 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 48 | 34 | Disease | disease | Rheumatoid and Psoriatic Arthritis
35095831 | @DISEASE_Arthritis | Arthritis | 229 | 22 | Disease | disease | inflammatory arthritis
35095831 | @DISEASE_Arthritis | Arthritis | 253 | 2 | Disease | disease | IA
35095831 | @GENE_CD209 | CD209 | 348 | 5 | Gene | gene | CD209
35095831 | @GENE_CD14 | CD14 | 354 | 4 | Gene | gene | CD14
35095831 | @GENE_ITGAX | ITGAX | 404 | 5 | Gene | gene | CD11c
35095831 | @GENE_CD209 | CD209 | 433 | 5 | Gene | gene | CD209
35095831 | @GENE_CD14 | CD14 | 483 | 4 | Gene | gene | CD14
35095831 | @GENE_CD209 | CD209 | 494 | 5 | Gene | gene | CD209
35095831 | @GENE_CD14 | CD14 | 500 | 4 | Gene | gene | CD14
35095831 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 603 | 20 | Disease | disease | Rheumatoid Arthritis
35095831 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 625 | 2 | Disease | disease | RA
35095831 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 633 | 19 | Disease | disease | Psoriatic arthritic
35095831 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 654 | 3 | Disease | disease | PsA
35095831 | @DISEASE_Arthritis | Arthritis | 722 | 2 | Disease | disease | IA
35095831 | @GENE_CD209 | CD209 | 725 | 5 | Gene | gene | CD209
35095831 | @GENE_CD14 | CD14 | 731 | 4 | Gene | gene | CD14
35095831 | @GENE_IL1B | IL1B | 764 | 7 | Gene | gene | IL1beta
35095831 | @GENE_IL6 | IL6 | 772 | 3 | Gene | gene | IL6
35095831 | @GENE_IL12B | IL12B | 776 | 4 | Gene | gene | IL12
35095831 | @GENE_TNF | TNF | 781 | 8 | Gene | gene | TNFalpha
35095831 | @GENE_CD209 | CD209 | 906 | 5 | Gene | gene | CD209
35095831 | @GENE_CD14 | CD14 | 912 | 4 | Gene | gene | CD14
35095831 | @DISEASE_Inflammation | Inflammation | 984 | 12 | Disease | disease | inflammatory
35095831 | @GENE_CD40 | CD40 | 1038 | 4 | Gene | gene | CD40
35095831 | @GENE_CD80 | CD80 | 1047 | 4 | Gene | gene | CD80
35095831 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 1138 | 3 | Disease | disease | PsA
35095831 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1146 | 2 | Disease | disease | RA
35095831 | @GENE_CD209 | CD209 | 1218 | 5 | Gene | gene | CD209
35095831 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1335 | 2 | Disease | disease | RA
35095831 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 1342 | 3 | Disease | disease | PsA
35095831 | @GENE_CD209 | CD209 | 1346 | 5 | Gene | gene | CD209
35095831 | @GENE_CD209 | CD209 | 1406 | 5 | Gene | gene | CD209
35095831 | @DISEASE_Arthritis | Arthritis | 1421 | 2 | Disease | disease | IA
35095831 | @DISEASE_Osteoarthritis | Osteoarthritis | 1453 | 14 | Disease | disease | Osteoarthritis
