2784466 | @GENE_CD8B1 | Cd8b1 | 44 | 9 | Gene | gene | CD8 beta-
36047204 | @GENE_CCL17 | Ccl17 | 1701 | 4 | Gene | gene | TARC
36070233 | @GENE_HLA_A | HLA-A | 33 | 3 | Gene | gene | HLA
36070233 | @GENE_HLA_A | HLA-A | 65 | 3 | Gene | gene | HLA
36070233 | @GENE_HLA_A | HLA-A | 455 | 3 | Gene | gene | HLA
36070233 | @GENE_HLA_A | HLA-A | 654 | 3 | Gene | gene | HLA
36070233 | @GENE_HLA_A | HLA-A | 748 | 3 | Gene | gene | HLA
36070233 | @GENE_HLA_A | HLA-A | 810 | 3 | Gene | gene | HLA
36070233 | @GENE_HLA_A | HLA-A | 932 | 3 | Gene | gene | HLA
36070233 | @GENE_HLA_A | HLA-A | 1487 | 3 | Gene | gene | HLA
36070233 | @GENE_HLA_A | HLA-A | 1648 | 3 | Gene | gene | HLA
36070233 | @GENE_HLA_A | HLA-A | 1716 | 3 | Gene | gene | HLA
36224625 | @GENE_CD8A | CD8A | 51 | 3 | Gene | gene | CD8
36224625 | @DISEASE_Carcinoma_Adenosquamous | Carcinoma Adenosquamous | 117 | 23 | Disease | disease | adenosquamous carcinoma
36224625 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 269 | 15 | Disease | disease | cervical cancer
36224625 | @GENE_CD8A | CD8A | 462 | 3 | Gene | gene | CD8
36224625 | @DISEASE_Neoplasms | Neoplasms | 529 | 20 | Disease | disease | cervicovaginal tumor
36224625 | @GENE_CD8A | CD8A | 729 | 3 | Gene | gene | CD8
36224625 | @GENE_CD8A | CD8A | 897 | 3 | Gene | gene | CD8
36224625 | @GENE_AKT1 | Akt1 | 1089 | 3 | Gene | gene | AKT
36224625 | @DISEASE_Neoplasms | Neoplasms | 1117 | 24 | Disease | disease | cervicovaginal carcinoma
36224625 | @GENE_CD8A | CD8A | 1252 | 3 | Gene | gene | CD8
36224625 | @GENE_CD8A | CD8A | 1423 | 3 | Gene | gene | CD8
36224625 | @GENE_CD8A | CD8A | 1694 | 3 | Gene | gene | CD8
36224625 | @GENE_AKT1 | Akt1 | 2024 | 3 | Gene | gene | AKT
36224625 | @DISEASE_Carcinoma_Adenosquamous | Carcinoma Adenosquamous | 2078 | 23 | Disease | disease | adenosquamous carcinoma
36224625 | @GENE_CD8A | CD8A | 2253 | 3 | Gene | gene | CD8
36224625 | @GENE_CD8A | CD8A | 2479 | 3 | Gene | gene | CD8
36224625 | @DISEASE_Carcinoma_Adenosquamous | Carcinoma Adenosquamous | 2754 | 28 | Disease | disease | adenosquamous cell carcinoma
36778211 | @CHEMICAL_urolithin_B | urolithin B | 30 | 11 | Chemical | chemical | Urolithin B
36778211 | @DISEASE_Carcinogenesis | Carcinogenesis | 51 | 25 | Disease | disease | Colorectal Carcinogenesis
36778211 | @GENE_CD274 | Cd274 | 106 | 5 | Gene | gene | PD-L1
36778211 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 119 | 17 | Disease | disease | Colorectal cancer
36778211 | @DISEASE_Neoplasms | Neoplasms | 170 | 6 | Disease | disease | cancer
36778211 | @CHEMICAL_Fluorouracil | Fluorouracil | 191 | 12 | Chemical | chemical | Fluorouracil
36778211 | @CHEMICAL_Fluorouracil | Fluorouracil | 205 | 4 | Chemical | chemical | 5-Fu
36778211 | @CHEMICAL_Oxaliplatin | Oxaliplatin | 212 | 11 | Chemical | chemical | oxaliplatin
36778211 | @CHEMICAL_Cisplatin | Cisplatin | 229 | 9 | Chemical | chemical | cisplatin
36778211 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 403 | 3 | Disease | disease | CRC
36778211 | @DISEASE_Inflammation | Inflammation | 452 | 12 | Disease | disease | inflammation
36778211 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 509 | 3 | Disease | disease | CRC
36778211 | @CHEMICAL_urolithin_B | urolithin B | 573 | 11 | Chemical | chemical | urolithin B
36778211 | @CHEMICAL_urolithin_B | urolithin B | 586 | 2 | Chemical | chemical | UB
36778211 | @CHEMICAL_Polyphenols | Polyphenols | 615 | 11 | Chemical | chemical | polyphenols
36778211 | @CHEMICAL_urolithin_B | urolithin B | 791 | 2 | Chemical | chemical | UB
36778211 | @CHEMICAL_urolithin_B | urolithin B | 921 | 2 | Chemical | chemical | UB
36778211 | @DISEASE_Carcinogenesis | Carcinogenesis | 988 | 25 | Disease | disease | colorectal carcinogenesis
36778211 | @DISEASE_Neoplasms | Neoplasms | 1046 | 5 | Disease | disease | tumor
36778211 | @GENE_CD274 | Cd274 | 1168 | 5 | Gene | gene | PD-L1
36778211 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1385 | 3 | Disease | disease | CRC
36778211 | @CHEMICAL_urolithin_B | urolithin B | 1401 | 2 | Chemical | chemical | UB
36778211 | @GENE_PDCD1 | Pdcd1 | 1423 | 4 | Gene | gene | PD-1
36778211 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1465 | 12 | Disease | disease | colon cancer
36778211 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1592 | 3 | Disease | disease | CRC
37199039 | @GENE_HLA_B | HLA-B | 641 | 5 | Gene | gene | HLA-B
37199039 | @GENE_HLA_C | HLA-C | 648 | 5 | Gene | gene | HLA-C
37199039 | @GENE_CIITA | CIITA | 659 | 5 | Gene | gene | CIITA
37199039 | @VARIANT_p.A11R_CASP9_human | p.A11R | 726 | 4 | Variant | variant | A11R
37199039 | @VARIANT_p.A11R_CASP9_human | p.A11R | 810 | 4 | Variant | variant | A11R
37199039 | @GENE_CASP9 | CASP9 | 966 | 9 | Gene | gene | caspase-9
37199039 | @VARIANT_p.A11R_CASP9_human | p.A11R | 1002 | 4 | Variant | variant | A11R
37199039 | @VARIANT_p.A11R_CASP9_human | p.A11R | 1022 | 4 | Variant | variant | A11R
37199039 | @VARIANT_p.A11R_CASP9_human | p.A11R | 1083 | 4 | Variant | variant | A11R
37199039 | @VARIANT_p.A11R_CASP9_human | p.A11R | 1297 | 4 | Variant | variant | A11R
37199039 | @CHEMICAL_AP_1903_reagent | AP 1903 reagent | 1361 | 6 | Chemical | chemical | AP1903
37395402 | @GENE_PRRC2B | Prrc2b | 12 | 6 | Gene | gene | PRRC2B
37395402 | @DISEASE_Hypoxia | Hypoxia | 63 | 7 | Disease | disease | Hypoxia
37395402 | @DISEASE_Cognition_Disorders | Cognition Disorders | 120 | 21 | Disease | disease | cognitive impairments
37395402 | @DISEASE_Hypoxia | Hypoxia | 201 | 7 | Disease | disease | hypoxia
37395402 | @DISEASE_Cognition_Disorders | Cognition Disorders | 217 | 17 | Disease | disease | cognitive defects
37395402 | @CHEMICAL_Oxygen | Oxygen | 247 | 6 | Chemical | chemical | oxygen
37395402 | @CHEMICAL_N_methyladenosine | N-methyladenosine | 293 | 18 | Chemical | chemical | N6-methyladenosine
37395402 | @CHEMICAL_6_methyladenine | 6-methyladenine | 313 | 3 | Chemical | chemical | m6A
37395402 | @DISEASE_Hypoxia | Hypoxia | 427 | 7 | Disease | disease | hypoxia
37395402 | @CHEMICAL_6_methyladenine | 6-methyladenine | 476 | 3 | Chemical | chemical | m6A
37395402 | @DISEASE_Hypoxia_Brain | Hypoxia Brain | 518 | 7 | Disease | disease | hypoxic
37395402 | @CHEMICAL_6_methyladenine | 6-methyladenine | 555 | 3 | Chemical | chemical | m6A
37395402 | @DISEASE_Hypoxia | Hypoxia | 690 | 7 | Disease | disease | hypoxia
37395402 | @CHEMICAL_6_methyladenine | 6-methyladenine | 723 | 3 | Chemical | chemical | m6A
37395402 | @GENE_PRRC2B | Prrc2b | 743 | 27 | Gene | gene | proline-rich coiled-coil 2B
37395402 | @GENE_PRRC2B | Prrc2b | 772 | 6 | Gene | gene | PRRC2B
37395402 | @GENE_PRRC2B | Prrc2b | 810 | 6 | Gene | gene | PRRC2B
37395402 | @DISEASE_Hypoxia | Hypoxia | 836 | 7 | Disease | disease | hypoxia
37395402 | @CHEMICAL_6_methyladenine | 6-methyladenine | 962 | 3 | Chemical | chemical | m6A
37395402 | @CHEMICAL_6_methyladenine | 6-methyladenine | 1081 | 3 | Chemical | chemical | m6A
37395402 | @GENE_PRRC2B | Prrc2b | 1142 | 6 | Gene | gene | PRRC2B
37395402 | @DISEASE_Hypoxia | Hypoxia | 1179 | 7 | Disease | disease | hypoxia
37395402 | @DISEASE_Hypoxia | Hypoxia | 1272 | 7 | Disease | disease | hypoxia
37395402 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1288 | 17 | Disease | disease | cognitive decline
37395402 | @GENE_PRRC2B | Prrc2b | 1318 | 6 | Gene | gene | PRRC2B
37395402 | @DISEASE_Hypoxia | Hypoxia | 1344 | 7 | Disease | disease | hypoxia
37395402 | @DISEASE_Hypoxia | Hypoxia | 1482 | 7 | Disease | disease | hypoxia
37395402 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1498 | 17 | Disease | disease | cognitive decline
37430060 | @GENE_ALK | ALK | 0 | 3 | Gene | gene | ALK
37430060 | @GENE_ALK | ALK | 55 | 3 | Gene | gene | ALK
37430060 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 70 | 26 | Disease | disease | non-small cell lung cancer
37430060 | @GENE_ALK | ALK | 126 | 3 | Gene | gene | ALK
37430060 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 142 | 26 | Disease | disease | non-small cell lung cancer
37430060 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 170 | 5 | Disease | disease | NSCLC
37430060 | @GENE_ALK | ALK | 350 | 3 | Gene | gene | ALK
37430060 | @GENE_ALK | ALK | 402 | 3 | Gene | gene | ALK
37430060 | @DISEASE_Neoplasms | Neoplasms | 407 | 6 | Disease | disease | tumors
37430060 | @GENE_ALK | ALK | 497 | 3 | Gene | gene | ALK
37430060 | @GENE_CD8A | CD8A | 510 | 3 | Gene | gene | CD8
37430060 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 535 | 11 | Disease | disease | lung tumors
37430060 | @GENE_ALK | ALK | 567 | 3 | Gene | gene | ALK
37430060 | @DISEASE_Neoplasms | Neoplasms | 618 | 6 | Disease | disease | tumors
37430060 | @GENE_ALK | ALK | 660 | 3 | Gene | gene | ALK
37430060 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 665 | 5 | Disease | disease | NSCLC
37430060 | @GENE_CD8A | CD8A | 702 | 3 | Gene | gene | CD8
37430060 | @GENE_ALK | ALK | 730 | 3 | Gene | gene | ALK
37430060 | @GENE_ALK | ALK | 822 | 3 | Gene | gene | ALK
37430060 | @GENE_CD8A | CD8A | 965 | 3 | Gene | gene | CD8
37430060 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 1000 | 5 | Disease | disease | NSCLC
37430060 | @GENE_ALK | ALK | 1073 | 3 | Gene | gene | ALK
37430060 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 1078 | 5 | Disease | disease | NSCLC
37523987 | @DISEASE_Neoplasms | Neoplasms | 49 | 5 | Disease | disease | tumor
37523987 | @CHEMICAL_abacavir | abacavir | 116 | 8 | Chemical | chemical | abacavir
37523987 | @CHEMICAL_abacavir | abacavir | 126 | 3 | Chemical | chemical | ABC
37523987 | @GENE_CD8A | CD8A | 215 | 3 | Gene | gene | CD8
37523987 | @CHEMICAL_abacavir | abacavir | 301 | 3 | Chemical | chemical | ABC
37523987 | @DISEASE_Neoplasms | Neoplasms | 375 | 6 | Disease | disease | cancer
37523987 | @GENE_CD8A | CD8A | 392 | 3 | Gene | gene | CD8
37523987 | @DISEASE_Neoplasms | Neoplasms | 419 | 5 | Disease | disease | tumor
37523987 | @DISEASE_Neoplasms | Neoplasms | 494 | 5 | Disease | disease | tumor
37523987 | @DISEASE_Neoplasms | Neoplasms | 548 | 5 | Disease | disease | tumor
37523987 | @CHEMICAL_abacavir | abacavir | 564 | 3 | Chemical | chemical | ABC
37523987 | @CHEMICAL_abacavir | abacavir | 577 | 3 | Chemical | chemical | ABC
37523987 | @DISEASE_Neoplasms | Neoplasms | 638 | 6 | Disease | disease | tumors
37523987 | @GENE_CD8A | CD8A | 650 | 3 | Gene | gene | CD8
37523987 | @CHEMICAL_abacavir | abacavir | 683 | 3 | Chemical | chemical | ABC
37523987 | @GENE_CXCR3 | Cxcr3 | 705 | 5 | Gene | gene | CXCR3
37523987 | @GENE_CD8A | CD8A | 737 | 3 | Gene | gene | CD8
37523987 | @DISEASE_Neoplasms | Neoplasms | 778 | 6 | Disease | disease | tumors
37523987 | @DISEASE_Neoplasms | Neoplasms | 806 | 5 | Disease | disease | tumor
37523987 | @GENE_CD8A | CD8A | 825 | 3 | Gene | gene | CD8
37523987 | @GENE_IFNG | Ifng | 865 | 9 | Gene | gene | IFN-gamma
37523987 | @GENE_CD8A | CD8A | 894 | 3 | Gene | gene | CD8
37523987 | @DISEASE_Neoplasms | Neoplasms | 986 | 5 | Disease | disease | tumor
37540821 | @DISEASE_Prodromal_Symptoms | Prodromal Symptoms | 25 | 19 | Disease | disease | Prodromal Infection
37540821 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 49 | 38 | Disease | disease | Neuromyelitis Optica Spectrum Disorder
37540821 | @DISEASE_Prodromal_Symptoms | Prodromal Symptoms | 146 | 19 | Disease | disease | Prodromal infection
37540821 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 185 | 38 | Disease | disease | neuromyelitis optica spectrum disorder
37540821 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 225 | 5 | Disease | disease | NMOSD
37540821 | @DISEASE_Infections | Infections | 251 | 9 | Disease | disease | infection
37540821 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 287 | 5 | Disease | disease | NMOSD
37540821 | @DISEASE_Herpesviridae_Infections | Herpesviridae Infections | 364 | 22 | Disease | disease | herpesvirus infections
37540821 | @DISEASE_Chickenpox | Chickenpox | 388 | 10 | Disease | disease | chickenpox
37540821 | @DISEASE_Herpes_Labialis | Herpes Labialis | 400 | 10 | Disease | disease | cold sores
37540821 | @DISEASE_Infectious_Mononucleosis | Infectious Mononucleosis | 412 | 13 | Disease | disease | mononucleosis
37540821 | @DISEASE_Herpes_Zoster | Herpes Zoster | 430 | 8 | Disease | disease | shingles
37540821 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 444 | 5 | Disease | disease | NMOSD
37540821 | @DISEASE_Infections | Infections | 477 | 10 | Disease | disease | infections
37540821 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 492 | 5 | Disease | disease | NMOSD
37540821 | @DISEASE_Infections | Infections | 512 | 10 | Disease | disease | infections
37540821 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 705 | 5 | Disease | disease | NMOSD
37540821 | @GENE_AQP4 | AQP4 | 730 | 11 | Gene | gene | aquaporin-4
37540821 | @GENE_AQP4 | AQP4 | 752 | 4 | Gene | gene | AQP4
37540821 | @GENE_AQP4 | AQP4 | 786 | 4 | Gene | gene | AQP4
37540821 | @VARIANT_rs9266089 | rs9266089 | 1016 | 9 | Variant | variant | rs9266089
37540821 | @GENE_HLA_B | HLA-B | 1029 | 5 | Gene | gene | HLA-B
37540821 | @DISEASE_Chickenpox | Chickenpox | 1045 | 10 | Disease | disease | chickenpox
37540821 | @VARIANT_c._1755T>G_POU5F1_human | rs885950 | 1066 | 8 | Variant | variant | rs885950
37540821 | @GENE_POU5F1 | POU5F1 | 1078 | 6 | Gene | gene | POU5F1
37540821 | @VARIANT_rs2596465 | rs2596465 | 1117 | 9 | Variant | variant | rs2596465
37540821 | @GENE_HCP5 | HCP5 | 1130 | 4 | Gene | gene | HCP5
37540821 | @DISEASE_Infectious_Mononucleosis | Infectious Mononucleosis | 1145 | 13 | Disease | disease | mononucleosis
37540821 | @VARIANT_rs2523591 | rs2523591 | 1172 | 9 | Variant | variant | rs2523591
37540821 | @GENE_HLA_B | HLA-B | 1185 | 5 | Gene | gene | HLA-B
37540821 | @VARIANT_rs7047299 | rs7047299 | 1197 | 9 | Variant | variant | rs7047299
37540821 | @GENE_IFNA21 | IFNA21 | 1210 | 6 | Gene | gene | IFNA21
37540821 | @VARIANT_rs9260809 | rs9260809 | 1223 | 9 | Variant | variant | rs9260809
37540821 | @GENE_MICD | MICD | 1236 | 4 | Gene | gene | MICD
37540821 | @DISEASE_Herpes_Zoster | Herpes Zoster | 1251 | 8 | Disease | disease | shingles
37540821 | @DISEASE_Herpes_Labialis | Herpes Labialis | 1277 | 10 | Disease | disease | cold sores
37540821 | @GENE_AQP4 | AQP4 | 1292 | 4 | Gene | gene | AQP4
37540821 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 1309 | 5 | Disease | disease | NMOSD
37540821 | @DISEASE_Herpes_Zoster | Herpes Zoster | 1432 | 8 | Disease | disease | shingles
37540821 | @GENE_AQP4 | AQP4 | 1445 | 4 | Gene | gene | AQP4
37540821 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 1462 | 5 | Disease | disease | NMOSD
37540821 | @DISEASE_Infections | Infections | 1614 | 10 | Disease | disease | infections
37540821 | @GENE_AQP4 | AQP4 | 1629 | 4 | Gene | gene | AQP4
37540821 | @GENE_AQP4 | AQP4 | 1649 | 4 | Gene | gene | AQP4
37540821 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 1666 | 5 | Disease | disease | NMOSD
37540821 | @DISEASE_Herpes_Labialis | Herpes Labialis | 1744 | 10 | Disease | disease | cold sores
37540821 | @DISEASE_Herpes_Zoster | Herpes Zoster | 1756 | 8 | Disease | disease | shingles
37540821 | @GENE_AQP4 | AQP4 | 1769 | 4 | Gene | gene | AQP4
37540821 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 1786 | 5 | Disease | disease | NMOSD
37540821 | @DISEASE_Herpes_Simplex | Herpes Simplex | 1842 | 20 | Disease | disease | herpes simplex virus
37540821 | @DISEASE_Varicella_Zoster_Virus_Infection | Varicella Zoster Virus Infection | 1864 | 32 | Disease | disease | varicella-zoster virus infection
37540821 | @GENE_AQP4 | AQP4 | 1901 | 4 | Gene | gene | AQP4
37540821 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 1918 | 5 | Disease | disease | NMOSD
37627243 | @GENE_B2M | B2M | 13 | 3 | Gene | gene | B2m
37627243 | @GENE_HLA_A | HLA-A | 47 | 3 | Gene | gene | HLA
37627243 | @GENE_HLA_A | HLA-A | 86 | 3 | Gene | gene | HLA
37627243 | @GENE_HLA_A | HLA-A | 106 | 3 | Gene | gene | HLA
37627243 | @GENE_ZMPSTE24 | ZMPSTE24 | 141 | 6 | Gene | gene | Face-1
37627243 | @GENE_B2M | B2m | 305 | 3 | Gene | gene | B2m
37627243 | @GENE_B2M | B2M | 403 | 3 | Gene | gene | B2m
37627243 | @GENE_RCE1 | RCE1 | 425 | 6 | Gene | gene | Face-2
37627243 | @GENE_B2M | B2M | 434 | 3 | Gene | gene | B2m
37627243 | @GENE_B2M | B2M | 471 | 3 | Gene | gene | B2m
37627243 | @GENE_HLA_A | HLA-A | 529 | 3 | Gene | gene | HLA
37627243 | @GENE_RCE1 | RCE1 | 676 | 6 | Gene | gene | Face-2
37627243 | @GENE_CD3E | Cd3e | 1012 | 3 | Gene | gene | CD3
37627243 | @CHEMICAL_Ionomycin | Ionomycin | 1047 | 9 | Chemical | chemical | ionomycin
37627243 | @CHEMICAL_Tretinoin | Tretinoin | 1079 | 13 | Chemical | chemical | retinoic acid
37627243 | @CHEMICAL_Tetradecanoylphorbol_Acetate | Tetradecanoylphorbol Acetate | 1098 | 25 | Chemical | chemical | phorbol myristate acetate
37627243 | @GENE_RCE1 | RCE1 | 1266 | 6 | Gene | gene | Face-2
37627243 | @GENE_ZMPSTE24 | ZMPSTE24 | 1541 | 6 | Gene | gene | Face-1
37627243 | @DISEASE_Arthritis | Arthritis | 1611 | 9 | Disease | disease | arthritis
37627243 | @GENE_B2M | B2m | 1653 | 3 | Gene | gene | B2m
37627243 | @GENE_B2M | B2m | 1667 | 3 | Gene | gene | B2m
37627243 | @GENE_B2M | B2m | 1695 | 3 | Gene | gene | B2m
37627243 | @GENE_RCE1 | Rce1 | 1733 | 6 | Gene | gene | Face-2
37627243 | @DISEASE_Alopecia | Alopecia | 1820 | 9 | Disease | disease | hair loss
37627243 | @DISEASE_Edema | Edema | 1835 | 8 | Disease | disease | swelling
37627243 | @DISEASE_Ankylosis | Ankylosis | 1864 | 9 | Disease | disease | ankyloses
37627243 | @GENE_B2M | B2m | 2015 | 3 | Gene | gene | B2m
37627243 | @DISEASE_Neoplasms | Neoplasms | 2044 | 6 | Disease | disease | cancer
37627243 | @GENE_RCE1 | Rce1 | 2078 | 6 | Gene | gene | Face-2
37627243 | @DISEASE_Neoplasms | Neoplasms | 2094 | 7 | Disease | disease | cancers
37627243 | @GENE_ZMPSTE24 | Zmpste24 | 2163 | 6 | Gene | gene | Face-1
37627243 | @GENE_HLA_A | HLA-A | 2176 | 3 | Gene | gene | HLA
37627243 | @GENE_RCE1 | Rce1 | 2420 | 6 | Gene | gene | Face-2
37627243 | @GENE_HLA_A | HLA-A | 2459 | 3 | Gene | gene | HLA
37627243 | @GENE_HLA_A | HLA-A | 2542 | 3 | Gene | gene | HLA
37627243 | @GENE_HLA_A | HLA-A | 2562 | 3 | Gene | gene | HLA
37766594 | @GENE_SCARB1 | Scarb1 | 14 | 5 | Gene | gene | SR-B1
37766594 | @DISEASE_Neoplasms | Neoplasms | 32 | 5 | Disease | disease | tumor
37766594 | @DISEASE_Colitis | Colitis | 46 | 7 | Disease | disease | colitis
37766594 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 84 | 17 | Disease | disease | colorectal cancer
37766594 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 115 | 17 | Disease | disease | Colorectal cancer
37766594 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 134 | 3 | Disease | disease | CRC
37766594 | @DISEASE_Neoplasms | Neoplasms | 165 | 6 | Disease | disease | tumors
37766594 | @CHEMICAL_Cholesterol | Cholesterol | 186 | 11 | Chemical | chemical | Cholesterol
37766594 | @DISEASE_Neoplasms | Neoplasms | 245 | 6 | Disease | disease | tumors
37766594 | @GENE_SCARB1 | Scarb1 | 290 | 33 | Gene | gene | scavenger receptor class B type 1
37766594 | @GENE_SCARB1 | Scarb1 | 325 | 5 | Gene | gene | SR-B1
37766594 | @DISEASE_Neoplasms | Neoplasms | 445 | 6 | Disease | disease | tumors
37766594 | @GENE_SCARB1 | Scarb1 | 484 | 5 | Gene | gene | SR-B1
37766594 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 493 | 3 | Disease | disease | CRC
37766594 | @GENE_SCARB1 | Scarb1 | 584 | 5 | Gene | gene | SR-B1
37766594 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 626 | 3 | Disease | disease | CRC
37766594 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 684 | 3 | Disease | disease | CRC
37766594 | @GENE_SCARB1 | Scarb1 | 743 | 5 | Gene | gene | SR-B1
37766594 | @GENE_SCARB1 | Scarb1 | 792 | 5 | Gene | gene | SR-B1
37766594 | @DISEASE_Colitis | Colitis | 801 | 7 | Disease | disease | colitis
37766594 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 838 | 3 | Disease | disease | CRC
37766594 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1059 | 3 | Disease | disease | CRC
37766594 | @GENE_SCARB1 | Scarb1 | 1191 | 5 | Gene | gene | SR-B1
37766594 | @DISEASE_Neoplasms | Neoplasms | 1219 | 5 | Disease | disease | tumor
37766594 | @DISEASE_Colitis | Colitis | 1233 | 7 | Disease | disease | colitis
37766594 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1270 | 3 | Disease | disease | CRC
37766594 | @GENE_SCARB1 | Scarb1 | 1275 | 5 | Gene | gene | SR-B1
37766594 | @DISEASE_Neoplasms | Neoplasms | 1354 | 5 | Disease | disease | tumor
37766594 | @GENE_CD274 | Cd274 | 1502 | 30 | Gene | gene | programmed cell death-ligand 1
37766594 | @GENE_CD274 | Cd274 | 1534 | 5 | Gene | gene | PD-L1
37766594 | @GENE_LDLR | Ldlr | 1619 | 32 | Gene | gene | low-density lipoprotein receptor
37766594 | @GENE_LDLR | Ldlr | 1653 | 5 | Gene | gene | LDL-R
37766594 | @GENE_ABCA1 | Abca1 | 1688 | 35 | Gene | gene | ATP binding cassette transporter A1
37766594 | @GENE_ABCA1 | Abca1 | 1725 | 5 | Gene | gene | ABCA1
37766594 | @CHEMICAL_Cholesterol | Cholesterol | 1748 | 11 | Chemical | chemical | cholesterol
37766594 | @GENE_SCARB1 | Scarb1 | 1845 | 5 | Gene | gene | SR-B1
37766594 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1887 | 3 | Disease | disease | CRC
37766594 | @GENE_PDCD1 | Pdcd1 | 1906 | 4 | Gene | gene | PD 1
37766594 | @DISEASE_Colitis | Colitis | 1914 | 7 | Disease | disease | colitis
37766594 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1930 | 3 | Disease | disease | CRC
37766594 | @GENE_SCARB1 | Scarb1 | 1947 | 5 | Gene | gene | SR-B1
37766594 | @DISEASE_Neoplasms | Neoplasms | 2003 | 5 | Disease | disease | tumor
37766594 | @DISEASE_Colitis | Colitis | 2029 | 7 | Disease | disease | colitis
37766594 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 2066 | 3 | Disease | disease | CRC
37766594 | @GENE_SCARB1 | Scarb1 | 2117 | 5 | Gene | gene | SR-B1
37766594 | @GENE_PDCD1 | Pdcd1 | 2205 | 3 | Gene | gene | PD1
37766594 | @GENE_SCARB1 | Scarb1 | 2245 | 5 | Gene | gene | SR-B1
37766594 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 2284 | 3 | Disease | disease | CRC
37766594 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 2397 | 3 | Disease | disease | CRC
37766594 | @GENE_SCARB1 | Scarb1 | 2432 | 5 | Gene | gene | SR-B1
37821882 | @DISEASE_Psychological_Distress | Psychological Distress | 20 | 28 | Disease | disease | endoplasmic reticulum stress
37821882 | @GENE_ZNF703 | ZNF703 | 57 | 6 | Gene | gene | ZNF703
37821882 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 90 | 17 | Disease | disease | colorectal cancer
37821882 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 135 | 17 | Disease | disease | Colorectal cancer
37821882 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 154 | 3 | Disease | disease | CRC
37821882 | @DISEASE_Neoplasms | Neoplasms | 185 | 16 | Disease | disease | malignant tumors
37821882 | @DISEASE_Psychological_Distress | Psychological Distress | 352 | 28 | Disease | disease | Endoplasmic reticulum stress
37821882 | @DISEASE_Psychological_Distress | Psychological Distress | 382 | 3 | Disease | disease | ERS
37821882 | @DISEASE_Neoplasms | Neoplasms | 528 | 6 | Disease | disease | cancer
37821882 | @DISEASE_Psychological_Distress | Psychological Distress | 588 | 3 | Disease | disease | ERS
37821882 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 622 | 3 | Disease | disease | CRC
