2840678 | @GENE_CXCR4 | CXCR4 | 150 | 5 | Gene | gene | LCR-1
37843354 | @GENE_CD8A | CD8A | 1189 | 3 | Gene | gene | CD8
37843354 | @DISEASE_Inflammation | Inflammation | 1234 | 12 | Disease | disease | inflammatory
37843354 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 1267 | 23 | Disease | disease | Cytokine Storm Syndrome
37843354 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 1292 | 3 | Disease | disease | CSS
37843354 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 1338 | 3 | Disease | disease | CSS
37843354 | @GENE_IFNG | IFNG | 1363 | 16 | Gene | gene | interferon-gamma
37843354 | @DISEASE_COVID_19 | COVID-19 | 1439 | 17 | Disease | disease | COVID-19 infected
37843354 | @DISEASE_COVID_19 | COVID-19 | 1518 | 8 | Disease | disease | COVID-19
37843354 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 1585 | 3 | Disease | disease | CSS
37843354 | @DISEASE_Neurologic_Manifestations | Neurologic Manifestations | 1624 | 27 | Disease | disease | neurological manifestations
37843354 | @DISEASE_Encephalitis | Encephalitis | 1661 | 12 | Disease | disease | encephalitis
37843354 | @DISEASE_Meningitis_Viral | Meningitis Viral | 1675 | 16 | Disease | disease | viral meningitis
37843354 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 1693 | 13 | Disease | disease | post-COVID-19
37843354 | @DISEASE_Encephalitis | Encephalitis | 1737 | 12 | Disease | disease | encephalitis
37843354 | @DISEASE_Guillain_Barre_Syndrome | Guillain-Barre Syndrome | 1751 | 23 | Disease | disease | Guillain-Barre Syndrome
37843354 | @DISEASE_Guillain_Barre_Syndrome | Guillain-Barre Syndrome | 1776 | 3 | Disease | disease | GBS
37843354 | @DISEASE_Miller_Fisher_Syndrome | Miller Fisher Syndrome | 1782 | 22 | Disease | disease | Miller-Fisher syndrome
37843354 | @DISEASE_Miller_Fisher_Syndrome | Miller Fisher Syndrome | 1806 | 3 | Disease | disease | MFS
37843354 | @DISEASE_Stroke | Stroke | 1815 | 29 | Disease | disease | acute cerebrovascular disease
37843354 | @DISEASE_Cerebrovascular_Disorders | Cerebrovascular Disorders | 1846 | 3 | Disease | disease | CVD
37843354 | @DISEASE_COVID_19 | COVID-19 | 1860 | 8 | Disease | disease | COVID-19
37843354 | @DISEASE_Neurologic_Manifestations | Neurologic Manifestations | 1880 | 27 | Disease | disease | neurological manifestations
37843354 | @DISEASE_Neurologic_Manifestations | Neurologic Manifestations | 1972 | 21 | Disease | disease | neurological symptoms
37843354 | @DISEASE_Neurologic_Manifestations | Neurologic Manifestations | 2146 | 27 | Disease | disease | neurological manifestations
37843354 | @DISEASE_COVID_19 | COVID-19 | 2177 | 8 | Disease | disease | COVID-19
37843354 | @DISEASE_Neurologic_Manifestations | Neurologic Manifestations | 2319 | 27 | Disease | disease | neurological manifestations
37896826 | @GENE_ALOX5 | Alox5 | 2 | 14 | Gene | gene | 5-Lipoxygenase
37896826 | @CHEMICAL_zileuton | zileuton | 28 | 8 | Chemical | chemical | Zileuton
37896826 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 111 | 33 | Disease | disease | Severe Acute Respiratory Syndrome
37896826 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 146 | 4 | Disease | disease | SARS
37896826 | @DISEASE_Inflammation | Inflammation | 192 | 12 | Disease | disease | inflammatory
37896826 | @DISEASE_COVID_19 | COVID-19 | 240 | 24 | Disease | disease | coronavirus disease 2019
37896826 | @DISEASE_COVID_19 | COVID-19 | 266 | 8 | Disease | disease | COVID-19
37896826 | @CHEMICAL_zileuton | zileuton | 277 | 8 | Chemical | chemical | Zileuton
37896826 | @CHEMICAL_zileuton | zileuton | 287 | 2 | Chemical | chemical | Zi
37896826 | @GENE_ALOX5 | Alox5 | 319 | 14 | Gene | gene | 5-lipoxygenase
37896826 | @DISEASE_Inflammation | Inflammation | 383 | 12 | Disease | disease | inflammatory
37896826 | @CHEMICAL_Lipids | Lipids | 410 | 5 | Chemical | chemical | lipid
37896826 | @CHEMICAL_zileuton | zileuton | 465 | 2 | Chemical | chemical | Zi
37896826 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 483 | 33 | Disease | disease | severe acute respiratory syndrome
37896826 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 518 | 4 | Disease | disease | SARS
37896826 | @CHEMICAL_zileuton | zileuton | 587 | 2 | Chemical | chemical | Zi
37896826 | @DISEASE_Weight_Loss | Weight Loss | 633 | 11 | Disease | disease | weight loss
37896826 | @CHEMICAL_zileuton | zileuton | 760 | 2 | Chemical | chemical | Zi
37896826 | @DISEASE_Inflammation | Inflammation | 804 | 12 | Disease | disease | inflammatory
37896826 | @GENE_TNF | Tnf | 857 | 21 | Gene | gene | tumor necrosis factor
37896826 | @GENE_TNF | Tnf | 880 | 3 | Gene | gene | TNF
37896826 | @GENE_IL10 | Il10 | 921 | 19 | Gene | gene | interleukin (IL)-10
37896826 | @DISEASE_Infections | Infections | 971 | 9 | Disease | disease | infection
37896826 | @GENE_CD4 | Cd4 | 1057 | 3 | Gene | gene | CD4
37896826 | @GENE_IL10 | Il10 | 1088 | 5 | Gene | gene | IL-10
37896826 | @CHEMICAL_zileuton | zileuton | 1175 | 2 | Chemical | chemical | Zi
37896826 | @DISEASE_COVID_19 | COVID-19 | 1194 | 20 | Disease | disease | SARS-CoV-2 infection
37896826 | @GENE_ACE2 | ACE2 | 1255 | 33 | Gene | gene | angiotensin I-converting enzyme 2
37896826 | @GENE_ACE2 | ACE2 | 1290 | 4 | Gene | gene | ACE2
37896826 | @GENE_KRT18 | Krt18 | 1319 | 14 | Gene | gene | cytokeratin-18
37896826 | @GENE_KRT18 | KRT18 | 1335 | 3 | Gene | gene | K18
37896826 | @GENE_KRT18 | KRT18 | 1355 | 3 | Gene | gene | K18
37896826 | @DISEASE_Weight_Loss | Weight Loss | 1411 | 11 | Disease | disease | weight loss
37896826 | @DISEASE_Plasma_Cell_Granuloma_Pulmonary | Plasma Cell Granuloma Pulmonary | 1428 | 17 | Disease | disease | lung inflammatory
37896826 | @CHEMICAL_zileuton | zileuton | 1507 | 2 | Chemical | chemical | Zi
37896826 | @DISEASE_Lung_Diseases | Lung Diseases | 1545 | 12 | Disease | disease | lung disease
37896826 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 1565 | 4 | Disease | disease | SARS
37896826 | @DISEASE_Infections | Infections | 1648 | 9 | Disease | disease | infection
37932969 | @GENE_CALM3 | CALM3 | 0 | 5 | Gene | gene | CALM3
37932969 | @DISEASE_Leukemia | Leukemia | 31 | 8 | Disease | disease | leukemia
37932969 | @DISEASE_Hemorrhoids | Hemorrhoids | 44 | 11 | Disease | disease | hemorrhoids
37932969 | @DISEASE_Leukemia | Leukemia | 57 | 8 | Disease | disease | Leukemia
37932969 | @DISEASE_Leukemia | Leukemia | 182 | 8 | Disease | disease | leukemia
37932969 | @DISEASE_Hemorrhoids | Hemorrhoids | 227 | 11 | Disease | disease | Hemorrhoids
37932969 | @GENE_CALM3 | CALM3 | 331 | 5 | Gene | gene | CALM3
37932969 | @DISEASE_Leukemia | Leukemia | 341 | 8 | Disease | disease | leukemia
37932969 | @DISEASE_Hemorrhoids | Hemorrhoids | 354 | 11 | Disease | disease | hemorrhoids
37932969 | @DISEASE_Hemorrhoids | Hemorrhoids | 387 | 11 | Disease | disease | hemorrhoids
37932969 | @DISEASE_Leukemia | Leukemia | 421 | 8 | Disease | disease | leukemia
37932969 | @CHEMICAL_Butyric_Acid | Butyric Acid | 1312 | 12 | Chemical | chemical | butyric acid
37932969 | @GENE_CALM3 | CALM3 | 1488 | 5 | Gene | gene | CALM3
37932969 | @GENE_ACE2 | ACE2 | 1495 | 4 | Gene | gene | ACE2
37932969 | @GENE_PPARGC1A | PPARGC1A | 1501 | 8 | Gene | gene | PPARGC1A
37932969 | @GENE_XCR1 | XCR1 | 1511 | 4 | Gene | gene | XCR1
37932969 | @GENE_CFTR | CFTR | 1517 | 4 | Gene | gene | CFTR
37932969 | @GENE_PRKCA | PRKCA | 1523 | 5 | Gene | gene | PRKCA
37932969 | @GENE_CALM3 | CALM3 | 1575 | 5 | Gene | gene | CALM3
37932969 | @DISEASE_Hemorrhoids | Hemorrhoids | 1604 | 10 | Disease | disease | hemorrhoid
37932969 | @DISEASE_Leukemia | Leukemia | 1631 | 8 | Disease | disease | leukemia
37932969 | @DISEASE_Hemorrhoids | Hemorrhoids | 1727 | 11 | Disease | disease | hemorrhoids
37932969 | @DISEASE_Leukemia | Leukemia | 1743 | 8 | Disease | disease | leukemia
37932969 | @GENE_CD4 | CD4 | 1818 | 3 | Gene | gene | CD4
37932969 | @GENE_CD8A | CD8A | 1868 | 3 | Gene | gene | CD8
37932969 | @GENE_CALM3 | CALM3 | 1908 | 5 | Gene | gene | CALM3
37932969 | @DISEASE_Leukemia | Leukemia | 1935 | 8 | Disease | disease | leukemia
37932969 | @GENE_CALM3 | CALM3 | 2006 | 5 | Gene | gene | CALM3
37932969 | @DISEASE_Hemorrhoids | Hemorrhoids | 2035 | 11 | Disease | disease | hemorrhoids
37995824 | @DISEASE_Respiratory_Insufficiency | Respiratory Insufficiency | 274 | 20 | Disease | disease | respiratory ailments
37995824 | @DISEASE_Inflammation | Inflammation | 435 | 12 | Disease | disease | inflammatory
37995824 | @CHEMICAL_Ethanol | Ethanol | 810 | 7 | Chemical | chemical | ethanol
37995824 | @CHEMICAL_Water | Water | 866 | 5 | Chemical | chemical | water
37995824 | @CHEMICAL_Butanols | Butanols | 873 | 7 | Chemical | chemical | butanol
37995824 | @CHEMICAL_ethyl_acetate | ethyl acetate | 886 | 13 | Chemical | chemical | ethyl acetate
37995824 | @DISEASE_COVID_19 | COVID-19 | 1007 | 10 | Disease | disease | SARS-CoV-2
37995824 | @CHEMICAL_ethyl_acetate | ethyl acetate | 1636 | 13 | Chemical | chemical | ethyl acetate
37995824 | @DISEASE_COVID_19 | COVID-19 | 1723 | 10 | Disease | disease | SARS-CoV-2
37995824 | @GENE_CD8A | CD8A | 2031 | 3 | Gene | gene | Cd8
37995824 | @GENE_CD8A | CD8A | 2206 | 3 | Gene | gene | Cd8
37995824 | @GENE_ACE2 | ACE2 | 2298 | 4 | Gene | gene | ACE2
37995824 | @DISEASE_Infections | Infections | 2559 | 10 | Disease | disease | infections
38005968 | @DISEASE_Infections | Infections | 115 | 9 | Disease | disease | Infection
38005968 | @DISEASE_COVID_19 | COVID-19 | 173 | 20 | Disease | disease | SARS-CoV-2 infection
38005968 | @DISEASE_COVID_19 | COVID-19 | 224 | 8 | Disease | disease | COVID-19
38005968 | @DISEASE_pediatric_multisystem_inflammatory_disease_COVID_19_related | pediatric multisystem inflammatory disease COVID-19 related | 252 | 33 | Disease | disease | multisystem inflammatory syndrome
38005968 | @DISEASE_adult_multisystem_inflammatory_disease_COVID_19_related | adult multisystem inflammatory disease COVID-19 related | 287 | 5 | Disease | disease | MIS-C
38005968 | @DISEASE_COVID_19 | COVID-19 | 771 | 8 | Disease | disease | COVID-19
38005968 | @DISEASE_Infections | Infections | 896 | 9 | Disease | disease | infection
38005968 | @DISEASE_COVID_19 | COVID-19 | 920 | 8 | Disease | disease | COVID-19
38005968 | @GENE_ACE2 | ACE2 | 966 | 4 | Gene | gene | ACE2
38005968 | @GENE_CD79A | CD79A | 1010 | 3 | Gene | gene | IgA
38005968 | @GENE_IFNG | IFNG | 1132 | 9 | Gene | gene | IFN-gamma
38005968 | @GENE_CD79A | CD79A | 1345 | 3 | Gene | gene | IgA
38005968 | @GENE_ACE2 | ACE2 | 1353 | 4 | Gene | gene | ACE2
38005968 | @DISEASE_COVID_19 | COVID-19 | 1433 | 8 | Disease | disease | COVID-19
38005968 | @GENE_CD4 | CD4 | 1484 | 3 | Gene | gene | CD4
38005968 | @GENE_IFNG | IFNG | 1552 | 9 | Gene | gene | IFN-gamma
38005968 | @GENE_CD4 | CD4 | 1601 | 3 | Gene | gene | CD4
38005968 | @DISEASE_COVID_19 | COVID-19 | 1617 | 8 | Disease | disease | COVID-19
38005968 | @GENE_CD4 | CD4 | 1703 | 3 | Gene | gene | CD4
38005968 | @GENE_CD8A | CD8A | 1712 | 3 | Gene | gene | CD8
38005968 | @GENE_IL4 | IL4 | 1815 | 4 | Gene | gene | IL-4
38005968 | @GENE_IL2 | IL2 | 1836 | 4 | Gene | gene | IL-2
38005968 | @GENE_IL6 | IL6 | 1842 | 4 | Gene | gene | IL-6
38005968 | @GENE_IFNG | IFNG | 1848 | 9 | Gene | gene | IFN-gamma
38005968 | @GENE_IL10 | IL10 | 1863 | 5 | Gene | gene | IL-10
38005968 | @GENE_GRN | GRN | 1973 | 8 | Gene | gene | granulin
38162653 | @GENE_IFNG | IFNG | 0 | 9 | Gene | gene | IFN-gamma
38162653 | @DISEASE_COVID_19 | COVID-19 | 30 | 20 | Disease | disease | SARS-CoV-2 infection
38162653 | @CHEMICAL_Nitric_Oxide | Nitric Oxide | 59 | 12 | Chemical | chemical | nitric oxide
38162653 | @DISEASE_COVID_19 | COVID-19 | 91 | 8 | Disease | disease | COVID-19
38162653 | @GENE_IFNG | IFNG | 238 | 9 | Gene | gene | IFN-gamma
38162653 | @DISEASE_Infections | Infections | 278 | 8 | Disease | disease | infected
38162653 | @DISEASE_Signs_and_Symptoms_Respiratory | Signs and Symptoms Respiratory | 356 | 18 | Disease | disease | pulmonary symptoms
38162653 | @GENE_IFNG | IFNG | 376 | 9 | Gene | gene | IFN-gamma
38162653 | @GENE_IFNG | IFNG | 571 | 9 | Gene | gene | IFN-gamma
38162653 | @CHEMICAL_Nitric_Oxide | Nitric Oxide | 648 | 12 | Chemical | chemical | nitric oxide
38162653 | @GENE_IFNG | IFNG | 691 | 9 | Gene | gene | IFN-gamma
38162653 | @DISEASE_COVID_19 | COVID-19 | 741 | 20 | Disease | disease | SARS-CoV-2 infection
38162653 | @GENE_IFNG | IFNG | 970 | 9 | Gene | gene | IFN-gamma
38162653 | @DISEASE_COVID_19 | COVID-19 | 1042 | 10 | Disease | disease | SARS-CoV-2
38162653 | @GENE_NOS2 | NOS2 | 1096 | 31 | Gene | gene | inducible nitric oxide synthase
38162653 | @GENE_NOS2 | NOS2 | 1129 | 4 | Gene | gene | iNOS
38162653 | @GENE_IL1B | IL1B | 1238 | 14 | Gene | gene | interleukin-1b
38162653 | @GENE_IL1B | IL1B | 1254 | 8 | Gene | gene | IL-1beta
38162653 | @GENE_IFNG | IFNG | 1271 | 5 | Gene | gene | IFN-g
38162653 | @GENE_IFNG | IFNG | 1368 | 9 | Gene | gene | IFN-gamma
38162653 | @GENE_NOS2 | NOS2 | 1543 | 4 | Gene | gene | iNOS
38162653 | @GENE_IFNG | IFNG | 1549 | 9 | Gene | gene | IFN-gamma
38162653 | @DISEASE_COVID_19 | COVID-19 | 1610 | 19 | Disease | disease | SARS-CoV-2 infected
38162653 | @GENE_IL1B | IL1B | 1685 | 8 | Gene | gene | IL-1beta
38162653 | @GENE_IFNG | IFNG | 1703 | 9 | Gene | gene | IFN-gamma
38162653 | @GENE_IFNG | IFNG | 1801 | 5 | Gene | gene | IFN-g
38162653 | @GENE_CD8A | CD8A | 1840 | 3 | Gene | gene | CD8
38162653 | @GENE_IFNG | IFNG | 1946 | 9 | Gene | gene | IFN-gamma
38162653 | @GENE_IFNG | IFNG | 2126 | 9 | Gene | gene | IFN-gamma
38162653 | @DISEASE_COVID_19 | COVID-19 | 2232 | 8 | Disease | disease | COVID-19
38211733 | @DISEASE_COVID_19 | COVID-19 | 69 | 20 | Disease | disease | SARS-CoV-2 infection
38211733 | @DISEASE_COVID_19 | COVID-19 | 123 | 8 | Disease | disease | COVID-19
38211733 | @DISEASE_Long_QT_Syndrome | Long QT Syndrome | 142 | 28 | Disease | disease | Prolonged T cell lymphopenia
38211733 | @DISEASE_COVID_19 | COVID-19 | 184 | 8 | Disease | disease | COVID-19
38211733 | @DISEASE_Lymphopenia | Lymphopenia | 240 | 11 | Disease | disease | lymphopenia
38211733 | @DISEASE_COVID_19 | COVID-19 | 259 | 8 | Disease | disease | COVID-19
38211733 | @GENE_ACE2 | ACE2 | 448 | 31 | Gene | gene | Angiotensin-Converting Enzyme 2
38211733 | @GENE_ACE2 | ACE2 | 481 | 4 | Gene | gene | ACE2
38211733 | @DISEASE_COVID_19 | COVID-19 | 737 | 8 | Disease | disease | COVID-19
38211733 | @GENE_CD8A | CD8A | 784 | 3 | Gene | gene | CD8
38211733 | @GENE_KLRB1 | KLRB1 | 798 | 5 | Gene | gene | CD161
38211733 | @DISEASE_COVID_19 | COVID-19 | 1189 | 8 | Disease | disease | COVID-19
38211733 | @DISEASE_COVID_19 | COVID-19 | 1339 | 20 | Disease | disease | SARS-CoV-2 infection
38211733 | @DISEASE_COVID_19 | COVID-19 | 1460 | 8 | Disease | disease | COVID-19
38211733 | @GENE_ACE2 | ACE2 | 1524 | 4 | Gene | gene | ACE2
38211733 | @DISEASE_Infections | Infections | 1585 | 9 | Disease | disease | infection
38211733 | @DISEASE_Inflammation | Inflammation | 1803 | 12 | Disease | disease | inflammatory
38211733 | @DISEASE_Infections | Infections | 1881 | 9 | Disease | disease | infection
38424106 | @GENE_S | S | 341 | 5 | Gene | gene | spike
38424106 | @GENE_ACE2 | ACE2 | 513 | 4 | Gene | gene | ACE2
38424106 | @GENE_ACE2 | Ace2 | 571 | 4 | Gene | gene | ACE2
38424106 | @VARIANT_p.R493Q_ACE2_human | p.R493Q | 597 | 5 | Variant | variant | R493Q
38424106 | @GENE_S | S | 921 | 5 | Gene | gene | spike
38424106 | @GENE_CD4 | CD4 | 936 | 3 | Gene | gene | CD4
38424106 | @GENE_CD8A | CD8A | 945 | 3 | Gene | gene | CD8
38424106 | @GENE_CD4 | CD4 | 1004 | 3 | Gene | gene | CD4
38424106 | @DISEASE_Infections | Infections | 1356 | 9 | Disease | disease | infection
38464527 | @DISEASE_COVID_19 | COVID-19 | 98 | 24 | Disease | disease | Coronavirus disease 2019
38464527 | @DISEASE_COVID_19 | COVID-19 | 124 | 8 | Disease | disease | COVID-19
38464527 | @GENE_S | S | 680 | 5 | Gene | gene | spike
38464527 | @GENE_CD4 | CD4 | 1313 | 3 | Gene | gene | CD4
38472523 | @DISEASE_COVID_19 | COVID-19 | 202 | 8 | Disease | disease | COVID-19
38472523 | @GENE_S | S | 331 | 5 | Gene | gene | Spike
38472523 | @GENE_S | S | 338 | 1 | Gene | gene | S
38472523 | @GENE_S | S | 410 | 1 | Gene | gene | S
38472523 | @GENE_S | S | 747 | 1 | Gene | gene | S
38472523 | @GENE_IFNG | Ifng | 1252 | 9 | Gene | gene | IFN-gamma
38472523 | @GENE_ACE2 | Ace2 | 1576 | 4 | Gene | gene | ACE2
38486021 | @DISEASE_Infections | Infections | 93 | 9 | Disease | disease | infection
38486021 | @DISEASE_Infections | Infections | 454 | 9 | Disease | disease | infection
38486021 | @DISEASE_Infections | Infections | 733 | 9 | Disease | disease | infection
38486021 | @GENE_ACE2 | Ace2 | 908 | 4 | Gene | gene | ACE2
38486021 | @DISEASE_Infections | Infections | 984 | 10 | Disease | disease | infections
38486021 | @GENE_CD4 | Cd4 | 1004 | 3 | Gene | gene | CD4
38486021 | @GENE_IFNG | Ifng | 1059 | 16 | Gene | gene | interferon-gamma
38608314 | @GENE_CD8A | CD8A | 58 | 3 | Gene | gene | CD8
38608314 | @GENE_ACE2 | ACE2 | 113 | 4 | Gene | gene | ACE2
38608314 | @GENE_ACE2 | ACE2 | 165 | 31 | Gene | gene | angiotensin-converting enzyme 2
38608314 | @GENE_ACE2 | ACE2 | 198 | 4 | Gene | gene | ACE2
38608314 | @DISEASE_Infections | Infections | 318 | 9 | Disease | disease | infection
38608314 | @GENE_CD8A | CD8A | 333 | 3 | Gene | gene | CD8
38608314 | @DISEASE_Virus_Diseases | Virus Diseases | 425 | 16 | Disease | disease | virus infections
38608314 | @GENE_CD8A | CD8A | 478 | 3 | Gene | gene | CD8
38608314 | @DISEASE_Soft_Tissue_Injuries | Soft Tissue Injuries | 500 | 13 | Disease | disease | tissue damage
38608314 | @DISEASE_COVID_19 | COVID-19 | 572 | 20 | Disease | disease | SARS-CoV-2 infection
38608314 | @GENE_ACE2 | ACE2 | 624 | 4 | Gene | gene | ACE2
38608314 | @GENE_CD8A | CD8A | 634 | 3 | Gene | gene | CD8
38608314 | @GENE_CD8A | CD8A | 1001 | 3 | Gene | gene | CD8
38608314 | @DISEASE_COVID_19 | COVID-19 | 1134 | 20 | Disease | disease | SARS-CoV-2 infection
38608314 | @DISEASE_COVID_19 | COVID-19 | 1214 | 8 | Disease | disease | COVID-19
38637558 | @DISEASE_COVID_19 | COVID-19 | 38 | 8 | Disease | disease | COVID-19
38637558 | @DISEASE_COVID_19 | COVID-19 | 177 | 8 | Disease | disease | COVID-19
38637558 | @CHEMICAL_Sulfur | Sulfur | 245 | 1 | Chemical | chemical | S
38637558 | @GENE_ACE2 | ACE2 | 308 | 31 | Gene | gene | angiotensin-converting enzyme 2
38637558 | @GENE_ACE2 | ACE2 | 341 | 4 | Gene | gene | ACE2
38637558 | @CHEMICAL_Sulfur | Sulfur | 448 | 1 | Chemical | chemical | S
38637558 | @GENE_ACE2 | ACE2 | 727 | 4 | Gene | gene | ACE2
38637558 | @GENE_CD8A | CD8A | 980 | 3 | Gene | gene | CD8
38637558 | @GENE_ACE2 | ACE2 | 1060 | 4 | Gene | gene | ACE2
38637558 | @DISEASE_COVID_19 | COVID-19 | 1301 | 8 | Disease | disease | COVID-19
27774719 | @DISEASE_Obesity | Obesity | 16 | 7 | Disease | disease | obesity
27774719 | @DISEASE_Diabetes_Mellitus_Type_2 | Diabetes Mellitus Type 2 | 36 | 15 | Disease | disease | type 2 diabetes
27774719 | @DISEASE_Obesity | Obesity | 110 | 7 | Disease | disease | obesity
27774719 | @DISEASE_Obesity | Obesity | 126 | 5 | Disease | disease | obese
27774719 | @DISEASE_Obesity | Obesity | 188 | 7 | Disease | disease | obesity
27774719 | @DISEASE_Diabetes_Mellitus_Type_2 | Diabetes Mellitus Type 2 | 217 | 15 | Disease | disease | type 2 diabetes
27774719 | @DISEASE_Obesity | Obesity | 300 | 5 | Disease | disease | obese
27774719 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 323 | 8 | Disease | disease | diabetes
27774719 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 483 | 8 | Disease | disease | diabetes
27774719 | @DISEASE_Obesity | Obesity | 516 | 5 | Disease | disease | obese
27774719 | @DISEASE_Obesity | Obesity | 550 | 7 | Disease | disease | obesity
27774719 | @DISEASE_Obesity | Obesity | 613 | 7 | Disease | disease | obesity
27774719 | @DISEASE_Obesity | Obesity | 710 | 5 | Disease | disease | obese
27774719 | @DISEASE_Diabetes_Mellitus_Type_2 | Diabetes Mellitus Type 2 | 776 | 15 | Disease | disease | type 2 diabetes
27774719 | @DISEASE_Obesity | Obesity | 865 | 7 | Disease | disease | obesity
27774719 | @DISEASE_Obesity | Obesity | 990 | 5 | Disease | disease | obese
27774719 | @DISEASE_Obesity | Obesity | 1018 | 7 | Disease | disease | obesity
27774719 | @DISEASE_Diabetes_Mellitus_Type_2 | Diabetes Mellitus Type 2 | 1055 | 15 | Disease | disease | type 2 diabetes
27774719 | @DISEASE_Obesity | Obesity | 1187 | 5 | Disease | disease | obese
27774719 | @DISEASE_Obesity | Obesity | 1247 | 7 | Disease | disease | obesity
27906990 | @GENE_RPL22 | RPL22 | 781 | 5 | Gene | gene | rpl22
27906990 | @CHEMICAL_Clarithromycin | Clarithromycin | 836 | 14 | Chemical | chemical | clarithromycin
27906990 | @CHEMICAL_Amoxicillin | Amoxicillin | 897 | 11 | Chemical | chemical | amoxicillin
27906990 | @CHEMICAL_Tetracycline | Tetracycline | 913 | 12 | Chemical | chemical | tetracycline
27906990 | @CHEMICAL_Metronidazole | Metronidazole | 1006 | 13 | Chemical | chemical | metronidazole
27906990 | @CHEMICAL_Levofloxacin | Levofloxacin | 1032 | 12 | Chemical | chemical | levofloxacin
27906990 | @CHEMICAL_Metronidazole | Metronidazole | 1135 | 13 | Chemical | chemical | metronidazole
27906990 | @CHEMICAL_Metronidazole | Metronidazole | 1193 | 13 | Chemical | chemical | Metronidazole
27906990 | @VARIANT_c.2143A>G_RPL22_human | c.2143A>G | 1295 | 6 | Variant | variant | A2143G
27906990 | @CHEMICAL_Clarithromycin | Clarithromycin | 1331 | 14 | Chemical | chemical | clarithromycin
27906990 | @GENE_RPL22 | RPL22 | 1437 | 5 | Gene | gene | rpl22
27906990 | @VARIANT_c.2143A>G_RPL22_human | c.2143A>G | 1454 | 6 | Variant | variant | A2143G
27906990 | @CHEMICAL_Levofloxacin | Levofloxacin | 1532 | 12 | Chemical | chemical | levofloxacin
27906990 | @CHEMICAL_Metronidazole | Metronidazole | 1732 | 13 | Chemical | chemical | metronidazole
27906990 | @CHEMICAL_Levofloxacin | Levofloxacin | 1750 | 12 | Chemical | chemical | levofloxacin
27906990 | @CHEMICAL_Clarithromycin | Clarithromycin | 1797 | 14 | Chemical | chemical | clarithromycin
27906990 | @CHEMICAL_Amoxicillin | Amoxicillin | 1813 | 11 | Chemical | chemical | amoxicillin
27906990 | @CHEMICAL_Tetracycline | Tetracycline | 1830 | 12 | Chemical | chemical | tetracycline
27906990 | @CHEMICAL_Clarithromycin | Clarithromycin | 1869 | 14 | Chemical | chemical | clarithromycin
27906990 | @CHEMICAL_Metronidazole | Metronidazole | 1888 | 13 | Chemical | chemical | metronidazole
28606000 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 22 | 6 | Disease | disease | trauma
28606000 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 198 | 6 | Disease | disease | trauma
28606000 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 280 | 30 | Disease | disease | post-traumatic stress disorder
28606000 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 414 | 30 | Disease | disease | post-traumatic stress disorder
28606000 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 520 | 6 | Disease | disease | trauma
28606000 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 765 | 30 | Disease | disease | post-traumatic stress disorder
28606000 | @DISEASE_Depressive_Disorder | Depressive Disorder | 797 | 10 | Disease | disease | depression
28606000 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 863 | 30 | Disease | disease | post-traumatic stress disorder
28606000 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 1019 | 30 | Disease | disease | post-traumatic stress disorder
28606000 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 1202 | 30 | Disease | disease | post-traumatic stress disorder
28606000 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 1460 | 30 | Disease | disease | post-traumatic stress disorder
28606000 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 1671 | 6 | Disease | disease | trauma
28606000 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 1782 | 30 | Disease | disease | post-traumatic stress disorder
28606000 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 1984 | 6 | Disease | disease | trauma
29741414 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 468 | 8 | Disease | disease | diabetic
